Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1905,Azerbaijan,1.045461,0.542359,0.043003,10.928166
1905,Ukraine,13.379837,0.544443,0.550351,7.9785833
1905,United Kingdom,437.67212,10.961554,18.002718,8.390417
1905,Uzbekistan,2.227289,0.538157,0.091615,11.703083
1905,Tajikistan,0.203623,0.201701,0.008376,3.101
1905,Belgium,50.266415,7.018718,2.067603,9.176
1905,United States,987.9891,11.552144,40.638844,8.402333
1905,Malaysia,0.040304,0.015931,0.001658,25.888584
1905,South Africa,10.028368,1.924849,0.412496,16.778334
1905,Peru,0.351744,0.089764,0.014468,19.94525
1905,North America,1025.0834,8.819439,42.16464,1.9758333
1905,Poland,74.884834,2.9203,3.080229,7.46525
1905,South Korea,0.000771,7.7e-05,3.2e-05,11.739833
1905,Lithuania,0.628682,0.369135,0.02586,6.013583
1905,Europe,1304.8005,3.114003,53.67021,7.717417
1905,Croatia,0.167733,0.064649,0.006899,10.95875
1905,Austria,28.608513,4.546724,1.176751,5.9875
1905,Switzerland,6.239792,1.780984,0.256661,6.5851665
1905,Turkmenistan,0.829216,1.036121,0.034108,14.379
1905,Slovakia,12.094612,4.160838,0.497486,7.426833
1905,Romania,2.660064,0.233946,0.109416,8.644584
1905,Australia,12.047232,2.995149,0.495537,21.1775
1905,Portugal,2.520832,0.446006,0.103689,14.212167
1905,Kazakhstan,4.59854,1.037925,0.189151,4.5016665
1905,Germany,382.32373,6.395668,15.726079,8.027416
1905,Chile,2.077488,0.652938,0.085453,9.316916
1905,Belarus,2.286478,0.444096,0.094049,5.9210835
1905,Moldova,0.547682,0.353832,0.022528,9.0325
1905,Zimbabwe,0.234496,0.118448,0.009645,20.880667
1905,Kyrgyzstan,0.423575,0.367603,0.017423,1.933
1905,Mexico,1.707424,0.117719,0.070231,20.235332
1905,Spain,13.571456,0.705832,0.558233,13.14925
1905,Slovenia,0.127746,0.128762,0.005255,9.217083
1905,Vietnam,0.791424,0.051059,0.032554,23.575666
1905,Finland,0.58624,0.211639,0.024114,1.4993333
1905,Greece,0.278464,0.05431,0.011454,14.397167
1905,Bulgaria,0.359072,0.084326,0.01477,10.174917
1905,Netherlands,16.594255,2.991864,0.68257,9.285334
1905,Argentina,3.982768,0.699193,0.163823,14.191417
1905,Africa,10.262864,0.080618,0.422141,23.709667
1905,Denmark,6.00896,2.213833,0.247166,-18.164083
1905,Canada,35.386913,5.718962,1.455566,-5.1064167
1905,Oceania,15.586656,2.376023,0.641124,21.00325
1905,Japan,29.931215,0.638903,1.231157,11.597417
1905,Estonia,0.65797,0.903379,0.027064,5.116667
1905,Sweden,10.163936,1.919631,0.418072,2.3903332
1906,Greece,0.260144,0.050387,0.010185,14.426499
1906,Indonesia,4.45176,0.108609,0.174291,25.654
1906,Ukraine,15.261282,0.615305,0.597494,8.423917
1906,Peru,0.428688,0.108015,0.016784,19.615084
1906,Azerbaijan,1.192471,0.612926,0.046686,11.06025
1906,Latvia,0.384627,0.297909,0.015059,6.123
1906,Tajikistan,0.232255,0.227993,0.009093,3.8061666
1906,Austria,34.17779,5.376875,1.338094,6.0261664
1906,Netherlands,18.056192,3.210377,0.706917,9.675333
1906,Romania,3.598048,0.314079,0.140867,8.91625
1906,New Zealand,3.861856,4.089264,0.151195,9.4635
1906,South Africa,11.464656,2.155997,0.448852,16.520332
1906,Estonia,0.750492,1.021016,0.029382,5.7125
1906,Slovenia,0.152839,0.152705,0.005984,9.29425
1906,Turkmenistan,0.945818,1.171049,0.03703,14.5842495
1906,Argentina,6.254448,1.057451,0.244868,14.694584
1906,Spain,13.860912,0.715881,0.542668,13.3805
1906,Sweden,11.292448,2.117154,0.44211,2.8593333
1906,South Korea,,,,11.218917
1906,Croatia,0.20068,0.07667,0.007857,10.936833
1906,Germany,361.93726,5.965843,14.170193,8.354
1906,India,19.581532,0.078504,0.766636,23.888084
1906,Kyrgyzstan,0.483137,0.415489,0.018915,2.8615
1906,China,17.11088,0.041312,0.669907,6.221833
1906,Denmark,6.543904,2.382833,0.2562,-19.252
1906,Serbia,0.536161,0.117456,0.020991,9.753417
1906,Canada,37.387455,5.868958,1.463755,-5.0494165
1906,Brazil,3.206,0.155489,0.125518,24.51575
1906,South America,12.32936,0.263825,0.482706,21.659416
1906,Turkey,1.579184,0.108771,0.061827,11.35425
1906,Belarus,2.607998,0.501895,0.102106,6.498833
1906,Malaysia,0.03664,0.014111,0.001434,25.724333
1906,North Korea,,,,6.197833
1906,United States,1037.8092,11.897735,40.631233,8.560083
1906,Japan,32.855087,0.693299,1.286308,11.183917
1906,Europe,1346.4113,3.185132,52.713303,7.9916663
1906,Russia,50.61573,0.738947,1.981655,-5.10175
1906,Australia,14.359216,3.513503,0.562177,21.885
1906,Switzerland,6.895648,1.943996,0.269971,6.90975
1906,Georgia,0.634824,0.269798,0.024854,8.159166
1906,Montenegro,0.018219,0.067909,0.000713,9.806666
1906,Vietnam,0.835392,0.05325,0.032706,23.750668
1906,Portugal,2.898224,0.508377,0.113468,14.622
1906,Belgium,57.495487,7.942201,2.251004,9.570167
1906,Slovakia,12.630219,4.329593,0.494485,7.5876665
1906,Mexico,1.919936,0.131086,0.075167,20.234917
1906,United Kingdom,453.35037,11.246623,17.749105,8.510834
1906,Hungary,10.163936,1.369381,0.397928,9.655833
1906,North America,1077.1166,9.094121,42.170155,1.9600832
1906,Moldova,0.624696,0.399928,0.024457,9.4225
1906,Italy,21.089985,0.597392,0.825693,12.330167
1906,Oceania,18.221071,2.735926,0.713373,21.65425
1906,Armenia,0.416431,0.461175,0.016304,8.35225
1906,Asia,88.41954,0.094042,3.46171,7.345083
1906,Finland,0.615552,0.219909,0.024099,1.8463334
1906,Bulgaria,0.315104,0.073101,0.012337,10.361417
1906,Lithuania,0.717086,0.417178,0.028075,6.523667
1906,Uzbekistan,2.540485,0.608349,0.099462,12.055667
1906,Taiwan,0.2748,0.090241,0.010759,21.854668
1906,Kazakhstan,5.245177,1.173157,0.205354,5.18225
1906,Iran,0.003664,0.000354,0.000143,17.22625
1906,France,136.56827,3.328902,5.34678,12.7145
1906,Norway,4.224592,1.818392,0.165397,0.22933327
1906,Africa,11.717472,0.091329,0.45875,23.636833
1906,Poland,78.69173,3.046302,3.080857,7.803
1906,Zimbabwe,0.252816,0.126808,0.009898,20.5655
1906,Chile,2.440224,0.758072,0.095537,9.210417
1907,Canada,46.9908,7.172854,1.627199,-6.5630836
1907,Asia,95.29357,0.100727,3.29983,6.8494997
1907,Uzbekistan,2.845573,0.675454,0.098537,11.2345
1907,Chile,2.18008,0.669588,0.075492,8.86975
1907,Japan,35.071808,0.732984,1.214468,11.403167
1907,Switzerland,7.998512,2.230477,0.276973,6.8183336
1907,Kyrgyzstan,0.541157,0.461251,0.018739,2.1846666
1907,North America,1255.6592,10.413318,43.48102,1.3248334
1907,Australia,15.476736,3.739282,0.535929,21.2945
1907,South Africa,12.651792,2.333383,0.438107,16.482834
1907,Belgium,58.32355,7.953521,2.01963,9.125
1907,Georgia,0.71106,0.299512,0.024623,7.1703334
1907,Germany,442.18253,7.184102,15.311915,7.8525834
1907,Greece,0.428688,0.082469,0.014845,14.142667
1907,United Kingdom,473.56833,11.639569,16.398745,8.09325
1907,Poland,87.19587,3.351238,3.019422,6.7844167
1907,Africa,12.930256,0.100015,0.447749,23.376583
1907,Tajikistan,0.260147,0.253124,0.009008,3.0478334
1907,Vietnam,0.850048,0.053561,0.029435,23.380667
1907,Slovakia,13.274011,4.534183,0.459653,6.97825
1907,Lithuania,0.803202,0.46308,0.027813,4.8636665
1907,Malaysia,0.087936,0.033041,0.003045,25.536833
1907,France,145.59637,3.545367,5.041717,12.50825
1907,Italy,22.8084,0.640988,0.78981,12.420834
1907,Austria,42.69659,6.649763,1.478499,5.959
1907,China,16.839745,0.040433,0.583127,6.3086667
1907,Kazakhstan,5.875072,1.302397,0.203442,4.19875
1907,Sweden,12.772704,2.378484,0.442294,2.4041667
1907,South America,12.684768,0.266279,0.439249,21.345917
1907,India,21.808998,0.087061,0.755203,23.677084
1907,Montenegro,0.018546,0.068543,0.000642,9.888416
1907,Slovenia,0.155577,0.154108,0.005387,9.362833
1907,Argentina,6.254448,1.021763,0.216579,14.003333
1907,Iran,,,,16.83725
1907,Latvia,0.430817,0.330747,0.014918,4.246
1907,Oceania,19.562096,2.898572,0.677397,21.113832
1907,Zimbabwe,0.278464,0.138711,0.009643,20.206
1907,Indonesia,5.29448,0.1278,0.183337,25.247583
1907,United States,1206.404,13.57969,41.775414,8.394
1907,Norway,4.78152,2.049105,0.165575,0.26541668
1907,Croatia,0.204275,0.077373,0.007074,11.052
1907,New Zealand,4.08536,4.210001,0.141468,10.2685
1907,Brazil,3.451488,0.164063,0.119518,24.340668
1907,Peru,0.798752,0.198785,0.027659,19.3715
1907,Turkmenistan,1.059402,1.299987,0.036685,13.808
1907,Turkey,1.879632,0.128738,0.065088,10.749917
1907,Romania,4.558016,0.39496,0.157835,7.9501667
1907,Hungary,10.20424,1.365412,0.353353,9.259084
1907,Netherlands,18.57648,3.254881,0.643267,9.107833
1907,North Korea,,,,6.623584
1907,Belarus,2.921193,0.557117,0.101155,4.59175
1907,Taiwan,0.359072,0.116133,0.012434,21.642334
1907,Spain,14.095408,0.723179,0.488096,13.30475
1907,Moldova,0.699716,0.44398,0.02423,7.962917
1907,Europe,1491.703,3.498799,51.654755,7.374417
1907,Russia,56.6942,0.820288,1.963209,-6.0414166
1907,Portugal,3.162032,0.549977,0.109495,14.39675
1907,Azerbaijan,1.335676,0.680342,0.046252,10.201917
1907,Armenia,0.46644,0.511997,0.016152,7.58975
1907,Estonia,0.840619,1.133426,0.029109,3.7913332
1907,Finland,0.886688,0.313674,0.030704,1.0065
1907,Mexico,2.264352,0.152767,0.07841,20.555916
1907,Philippines,0.007328,0.000999,0.000254,25.97875
1907,South Korea,,,,11.6145
1907,Ukraine,17.094015,0.683011,0.591932,6.5838337
1907,Bulgaria,0.454336,0.104155,0.015733,9.704416
1907,Serbia,0.545764,0.118539,0.018899,9.590834
1907,Denmark,5.833088,2.101478,0.201988,-19.093916
1908,Slovakia,13.518759,4.601304,0.486411,6.7299166
1908,Azerbaijan,1.34387,0.67821,0.048353,10.329
1908,Switzerland,8.00584,2.199049,0.288054,6.4571667
1908,Armenia,0.469302,0.510492,0.016886,7.7785835
1908,Estonia,0.845776,1.129981,0.030431,4.40825
1908,Taiwan,0.410368,0.131204,0.014765,21.71975
1908,France,146.71388,3.566643,5.27883,12.448417
1908,Peru,1.212784,0.298011,0.043637,19.281834
1908,Georgia,0.715422,0.298613,0.025741,7.252
1908,Germany,446.6416,7.153507,16.07036,7.5213337
1908,Poland,93.02163,3.54898,3.346959,6.8150835
1908,Chile,2.458544,0.746482,0.088459,9.165833
1908,Italy,23.262735,0.64808,0.837003,12.3385
1908,Denmark,7.2364,2.575142,0.260369,-17.777166
1908,Brazil,3.594384,0.167284,0.129328,24.518417
1908,Bulgaria,0.597232,0.135248,0.021489,10.043333
1908,Asia,107.14379,0.11254,3.855081,6.8677497
1908,Ukraine,17.19888,0.680897,0.618823,6.6310835
1908,Kazakhstan,5.911113,1.298522,0.212684,3.947667
1908,Finland,1.406976,0.491915,0.050624,1.1685
1908,United States,1055.6588,11.649834,37.98307,8.755584
1908,Uzbekistan,2.863029,0.673529,0.103013,11.569083
1908,Argentina,7.617456,1.198475,0.274079,14.359917
1908,United Kingdom,461.96445,11.246342,16.621683,8.576417
1908,Moldova,0.704009,0.442654,0.025331,8.224667
1908,Africa,13.402912,0.102857,0.482243,23.664917
1908,Russia,57.04199,0.817781,2.052396,-6.1225834
1908,Malaysia,0.0916,0.033516,0.003296,25.521334
1908,Belarus,2.939113,0.55539,0.105751,4.9414167
1908,South America,14.886832,0.306261,0.535635,21.483833
1908,Kyrgyzstan,0.544477,0.459868,0.019591,2.6750832
1908,Japan,37.632942,0.777735,1.35405,11.096
1908,Zimbabwe,0.395712,0.195736,0.014238,21.038416
1908,Canada,47.408497,7.01862,1.705779,-5.2414165
1908,Tajikistan,0.261743,0.252386,0.009418,3.6266665
1908,South Africa,13.0072,2.350383,0.468005,16.766582
1908,China,22.731457,0.054274,0.817888,6.2865834
1908,Turkmenistan,1.065901,1.296045,0.038352,14.227
1908,Hungary,10.77216,1.431386,0.387587,8.9053335
1908,Norway,5.71584,2.433872,0.205658,0.23325007
1908,New Zealand,4.151312,4.169759,0.149366,9.93325
1908,Europe,1516.1099,3.524862,54.5503,7.4591665
1908,Sweden,13.755428,2.542548,0.494926,2.4506667
1908,Australia,16.755472,3.976757,0.602869,20.8645
1908,South Korea,,,,11.293333
1908,Romania,4.385808,0.377203,0.157803,8.202333
1908,Mexico,3.770256,0.252132,0.135655,20.54575
1908,Indonesia,5.492336,0.131174,0.197617,25.34875
1908,Netherlands,18.920897,3.272696,0.680782,8.989833
1908,Austria,60.030975,9.256664,2.159941,5.5428333
1908,Croatia,0.21985,0.082543,0.00791,10.531167
1908,Spain,14.78424,0.752871,0.531943,13.626417
1908,Turkey,1.72208,0.117276,0.061961,10.832833
1908,India,24.950163,0.099172,0.897718,23.741917
1908,North Korea,,,,6.2595
1908,Montenegro,0.01996,0.073131,0.000718,9.7213335
1908,Philippines,0.01832,0.00245,0.000659,26.121666
1908,North America,1106.8376,9.007285,39.824505,2.1195
1908,Iran,,,,17.364
1908,Belgium,57.847233,7.819649,2.081369,8.871417
1908,Latvia,0.43346,0.329781,0.015596,4.8218336
1908,Greece,0.729136,0.139301,0.026235,14.341917
1908,Venezuela,0.003664,0.00124,0.000132,24.574
1908,Lithuania,0.808129,0.461646,0.029077,5.3368335
1908,Portugal,3.143712,0.542097,0.113112,14.771084
1908,Serbia,0.587376,0.126465,0.021134,9.411583
1908,Vietnam,0.919664,0.057254,0.03309,23.293
1908,Slovenia,0.167439,0.164405,0.006025,8.837833
1908,Oceania,20.906784,3.047973,0.752235,20.716833
1909,Kazakhstan,6.239895,1.358335,0.215865,5.4443336
1909,Japan,38.255825,0.780927,1.323432,11.38875
1909,Europe,1517.6588,3.497693,52.50227,7.3309164
1909,Belarus,3.10259,0.5809,0.107332,5.253
1909,Turkey,1.956576,0.132487,0.067686,11.909667
1909,Belgium,57.76296,7.753936,1.998266,8.653833
1909,North America,1218.372,9.7356,42.14867,1.5880002
1909,Zimbabwe,0.410368,0.201565,0.014196,20.9195
1909,Greece,0.560592,0.106371,0.019393,14.89025
1909,Poland,95.53513,3.623004,3.304967,6.80875
1909,Romania,4.858464,0.413851,0.168075,8.547
1909,China,20.837168,0.049419,0.720846,6.38125
1909,Slovakia,13.43629,4.556913,0.464818,7.0386667
1909,Moldova,0.743166,0.463037,0.025709,8.784083
1909,Africa,15.385136,0.11714,0.532237,23.698917
1909,India,24.181618,0.095704,0.836545,23.661
1909,Croatia,0.22584,0.084049,0.007813,10.825084
1909,Latvia,0.457569,0.344991,0.015829,4.68775
1909,Netherlands,19.917503,3.403647,0.689031,8.68675
1909,Vietnam,1.018592,0.062654,0.035237,23.6225
1909,Oceania,18.818304,2.695257,0.651005,20.947
1909,Finland,1.2824,0.442968,0.044364,1.09925
1909,Philippines,0.05496,0.007209,0.001901,26.162666
1909,Armenia,0.495405,0.534025,0.017138,8.6475
1909,New Zealand,4.264896,4.182263,0.147541,10.422667
1909,South Africa,14.974768,2.651158,0.518041,16.958834
1909,Azerbaijan,1.418617,0.709338,0.049076,11.330667
1909,Portugal,3.195008,0.546217,0.110529,14.310667
1909,Taiwan,0.487312,0.154005,0.016858,22.037834
1909,Montenegro,0.020504,0.074475,0.000709,9.99625
1909,North Korea,0.14926,0.028289,0.005164,6.0841665
1909,Ukraine,18.155499,0.712175,0.628076,7.5204167
1909,Tajikistan,0.276301,0.264026,0.009558,4.2696667
1909,Germany,445.57172,7.033417,15.41422,7.3368335
1909,United Kingdom,466.08646,11.241155,16.123913,7.89525
1909,Indonesia,5.986976,0.141475,0.207115,25.438583
1909,Austria,43.641903,6.665372,1.509759,5.4506664
1909,Brazil,3.60904,0.164455,0.124852,24.405083
1909,United States,1169.2671,12.659615,40.44992,8.221833
1909,Australia,14.553408,3.383598,0.503464,21.05275
1909,Malaysia,0.168544,0.060073,0.005831,25.532917
1909,Spain,15.165296,0.766931,0.524632,13.04875
1909,Sweden,12.669882,2.324527,0.438305,1.7514167
1909,Peru,1.509568,0.366254,0.052222,19.248
1909,Asia,107.01278,0.111629,3.702027,7.1712503
1909,France,150.09576,3.642255,5.192451,12.10725
1909,South Korea,0.008292,0.00082,0.000287,11.4295
1909,Mexico,3.693312,0.245383,0.127767,20.57075
1909,Estonia,0.892819,1.181956,0.030886,4.376333
1909,Lithuania,0.853078,0.482851,0.029512,5.1523333
1909,South America,13.406576,0.270249,0.46379,21.40525
1909,Georgia,0.755214,0.312359,0.026126,8.321917
1909,Kyrgyzstan,0.574761,0.48104,0.019883,3.631667
1909,Turkmenistan,1.125188,1.355668,0.038925,15.272083
1909,Argentina,5.93568,0.899386,0.20534,14.255583
1909,Switzerland,8.068128,2.190288,0.279111,6.179167
1909,Uzbekistan,3.022274,0.704642,0.104553,12.736333
1909,Iran,,,,17.760416
1909,Denmark,8.00584,2.813718,0.276956,-18.415916
1909,Norway,5.763472,2.437149,0.199383,-0.5619166
1909,Italy,25.70296,0.709667,0.889175,12.146
1909,Russia,60.214725,0.855381,2.083083,-5.865083
1909,Canada,45.385967,6.502971,1.570094,-5.907833
1909,Bulgaria,0.60456,0.135181,0.020914,10.43475
1909,Slovenia,0.172001,0.167406,0.00595,9.033
1909,Serbia,0.603381,0.128778,0.020874,9.724916
1909,Chile,2.352288,0.706076,0.081376,9.030666
1909,Hungary,11.85304,1.563608,0.410047,9.317
1910,Kazakhstan,6.11945,1.320054,0.201818,4.9301667
1910,Poland,94.54585,3.568653,3.118107,8.168583
1910,North America,1331.9825,10.460304,43.928562,2.0025833
1910,Moldova,0.728821,0.449982,0.024036,9.6258335
1910,Belarus,3.042702,0.564458,0.100348,6.903167
1910,Ukraine,17.805054,0.692022,0.587208,8.429
1910,Montenegro,0.020286,0.073046,0.000669,10.381667
1910,Vietnam,1.322704,0.080387,0.043623,23.490917
1910,Chile,2.810288,0.833944,0.092683,8.906167
1910,South Korea,0.010413,0.001021,0.000343,11.058084
1910,Hungary,11.677168,1.528813,0.385111,10.195416
1910,Denmark,7.349984,2.551653,0.242401,-19.493584
1910,Japan,39.384335,0.793398,1.298889,11.378917
1910,Australia,17.436975,3.95557,0.575069,21.569084
1910,Bulgaria,0.633872,0.139885,0.020905,10.87725
1910,Canada,51.622097,7.190198,1.702488,-5.078417
1910,Spain,14.89416,0.748042,0.491207,13.0735
1910,Lithuania,0.836611,0.469185,0.027591,7.1000834
1910,Austria,58.785217,8.895866,1.938727,6.2499166
1910,Slovakia,13.296181,4.493301,0.438506,8.014833
1910,Greece,0.718144,0.135349,0.023684,14.731
1910,New Zealand,4.902432,4.694287,0.161681,10.549084
1910,Oceania,22.339409,3.135668,0.73675,21.415167
1910,Switzerland,7.789664,2.090404,0.256902,6.725333
1910,China,18.748688,0.044121,0.618329,6.0715
1910,Uzbekistan,2.963937,0.68487,0.09775,12.062333
1910,Iran,,,,17.008
1910,Latvia,0.448737,0.335287,0.014799,6.5804167
1910,Russia,59.052437,0.831207,1.94754,-5.776583
1910,Croatia,0.223444,0.082429,0.007369,11.5045
1910,North Korea,0.187443,0.03541,0.006182,5.834417
1910,Germany,445.36652,6.935753,14.688114,8.41875
1910,Georgia,0.740637,0.303547,0.024426,8.235
1910,Argentina,8.907184,1.299812,0.293757,14.164583
1910,Sweden,13.117328,2.388114,0.432607,3.10575
1910,Tajikistan,0.270968,0.2566,0.008936,3.5548334
1910,Turkmenistan,1.103469,1.317388,0.036392,14.566167
1910,Europe,1537.4604,3.513428,50.70519,8.113334
1910,Taiwan,0.615552,0.191893,0.020301,21.643667
1910,Finland,1.06256,0.362594,0.035043,2.1301668
1910,Armenia,0.485842,0.518992,0.016023,8.528167
1910,Turkey,1.883296,0.126799,0.062111,11.4921665
1910,Brazil,4.198944,0.187335,0.13848,24.418083
1910,United Kingdom,469.73212,11.23629,15.491687,8.39875
1910,Indonesia,6.111552,0.142887,0.201558,25.40575
1910,Philippines,0.051296,0.006601,0.001692,26.126583
1910,Africa,17.411327,0.131521,0.574223,23.612917
1910,Azerbaijan,1.391234,0.689238,0.045883,11.299916
1910,Malaysia,0.234496,0.081545,0.007734,25.434084
1910,Norway,5.939344,2.491724,0.195879,0.40725002
1910,Serbia,0.596979,0.126302,0.019688,10.3465
1910,Ireland,0.216176,0.069885,0.007129,9.213417
1910,Mexico,4.154976,0.274888,0.13703,20.42975
1910,United States,1276.1395,13.56314,42.08687,8.757916
1910,Kyrgyzstan,0.563667,0.467473,0.01859,2.9001665
1910,France,150.61238,3.647269,4.967171,12.492917
1910,Asia,105.71584,0.109456,3.486491,6.9678335
1910,Italy,25.735935,0.704534,0.848767,12.374416
1910,South America,17.246449,0.340608,0.568785,21.3865
1910,Slovenia,0.170176,0.164179,0.005612,9.7369995
1910,Portugal,3.249968,0.551261,0.107183,14.1765
1910,South Africa,16.978975,2.945153,0.559964,16.625334
1910,Peru,1.330032,0.318623,0.043864,19.133333
1910,Belgium,61.287727,8.171776,2.021259,9.599584
1910,Zimbabwe,0.432352,0.210877,0.014259,20.335917
1910,Romania,4.81816,0.40562,0.158902,9.3446665
1910,India,23.526863,0.092713,0.775912,23.544167
1910,Estonia,0.875585,1.148573,0.028877,6.103417
1910,Netherlands,20.833504,3.517163,0.687085,9.81575
1911,Brazil,4.605648,0.201243,0.149182,24.289083
1911,Switzerland,8.6104,2.284378,0.278901,7.54
1911,Latvia,0.465242,0.34451,0.01507,5.5923333
1911,Africa,16.865393,0.126396,0.546289,23.591833
1911,Australia,19.239664,4.258202,0.623195,21.347918
1911,Finland,1.315376,0.443836,0.042607,1.76225
1911,Hungary,11.995936,1.558791,0.388562,10.122917
1911,Slovakia,13.464666,4.534038,0.436136,8.030583
1911,Canada,60.269135,8.169495,1.952186,-5.5368333
1911,Indonesia,6.727104,0.155626,0.217899,25.359667
1911,Tajikistan,0.280935,0.263659,0.0091,3.5580833
1911,Europe,1572.9152,3.563977,50.948505,8.060917
1911,Iran,0.135568,0.012713,0.004391,16.203583
1911,Georgia,0.767878,0.311871,0.024872,6.58475
1911,Japan,44.209824,0.878809,1.432006,11.980083
1911,Vietnam,1.157824,0.069534,0.037503,23.796167
1911,Poland,99.60217,3.741857,3.226228,8.1025
1911,New Zealand,4.609312,4.317768,0.149301,10.257083
1911,Serbia,0.646594,0.135613,0.020944,10.112666
1911,Mexico,8.401552,0.55465,0.272136,20.621416
1911,Chile,3.107072,0.911597,0.100642,9.1154995
1911,Slovenia,0.18432,0.176276,0.00597,10.0060005
1911,Turkmenistan,1.144055,1.353472,0.037057,13.4985
1911,North America,1332.2538,10.284561,43.153214,1.9289165
1911,North Korea,0.222154,0.041832,0.007196,6.261833
1911,Belarus,3.154616,0.579881,0.102182,5.6740003
